ES_CRUCE,ES_FINDE,HORA_SIN,HORA_COS,MES_SIN,MES_COS,CPFA Granizo,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Barro,CPSV Grava Suelta,CPSV Hielo,TASA_GRAVEDAD_HIST_DISTRITO,PCT_HIST_PEATON_DISTRITO,PCT_HIST_MOTO_DISTRITO,INCLUYE_MOTO,INCLUYE_BICI,VIA_AUTOVIA,VIA_AVENIDA,VIA_CARRETERA,VIA_GLORIETA,VIA_OTROS,VIA_PASEO,VIA_PLAZA,VIA_RONDA,ACC_ATROPELLO,ACC_CAÍDA BICICLETA,ACC_CAÍDA CICLOMOTOR,ACC_CAÍDA MOTOCICLETA,ACC_CAÍDA VIAJERO BUS,ACC_CHOQUE CON OBJETO FIJO,ACC_COLISIÓN MÚLTIPLE,ACC_OTRAS CAUSAS,ACC_VUELCO,INCLUYE_PEATON,INCLUYE_EDAD_RIESGO,N_PERSONAS_IMPLICADAS,N_VICTIMAS_LOG
0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10949418943222196,0.20821795469355497,0.2922182244413073,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
1,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11322986591459773,0.20020458462205895,0.2647349573840883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11416916091551574,0.2114561334529362,0.2996196693267129,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1.0986122886681098
0,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09771478878054234,0.1098066492765234,0.43497823148731307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.6931471805599453
0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0905519978570965,0.14705330058225669,0.4087647387899131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11351607108195795,0.1963975583011679,0.26552330693209447,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10454738670935042,0.1525958147855081,0.3460610854844793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08954538480824137,0.11883578995423538,0.5171084343360638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09715562966929997,0.13797606652155492,0.3304985528410311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.6931471805599453
1,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08629158597377788,0.10138841890015532,0.3818409719032868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0964718474351353,0.15754853217564654,0.34885122003454644,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
1,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10816370975526368,0.15745095549820998,0.3531418501194382,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11351607108195795,0.1963975583011679,0.26552330693209447,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11959476979126067,0.20359332228020893,0.2681806981155328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09777071504813924,0.19940603102860446,0.5069290422560884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.6931471805599453
0,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10253580545427325,0.13233394348309016,0.4268089737218445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0986122886681098
0,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09777071504813924,0.19940603102860446,0.5069290422560884,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
1,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09067708903568886,0.10354628697736662,0.3828511332046182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6931471805599453
1,1,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09330646650950797,0.14163111250151564,0.4068432791519619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.791759469228055
1,1,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09771478878054234,0.1098066492765234,0.43497823148731307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0.6931471805599453
1,1,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09864884780923897,0.1099011132539559,0.43803614057738466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0.6931471805599453
0,1,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.12106070182274961,0.1441464345737915,0.28838051910953977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.0986122886681098
0,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09506870401787074,0.13973533583575734,0.4055978522356578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09562480774947171,0.21007335186949713,0.23918816965702644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0986122886681098
1,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10730807787846473,0.21381571914659878,0.2693576874062055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
1,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.1109697461326242,0.22754604357646618,0.1748221247711968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0.6931471805599453
0,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.1118381755051235,0.14624399304792846,0.2925732812827163,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09777071504813924,0.19940603102860446,0.5069290422560884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09565311682213923,0.14850121727897034,0.3506799492239438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.3862943611198906
0,1,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10300279822320263,0.13367188897419202,0.3323574957383382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
0,1,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0974912053755497,0.12735749278777303,0.42834136126919714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.6094379124341003
1,1,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09562480774947171,0.21007335186949713,0.23918816965702644,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
0,1,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.12106070182274961,0.1441464345737915,0.28838051910953977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
1,1,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09193801394500357,0.12429231590048145,0.5365647071033239,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
1,1,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09410414734654961,0.1263176346137376,0.42299270515868787,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,1,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10480866296674937,0.19970983487637248,0.298871392487356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.0986122886681098
0,1,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10730807787846473,0.21381571914659878,0.2693576874062055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,1,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09984412171221413,0.1637534700012265,0.33334732779292675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.6931471805599453
0,1,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09754819621888922,0.2205487803136708,0.23358757219220555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471805599453
0,1,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10344847874054267,0.13895535126713188,0.3354591327827493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6931471805599453
0,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.1045437464626812,0.19449802831624272,0.27124343271214124,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10344847874054267,0.13895535126713188,0.3354591327827493,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0942476940667664,0.14256611437112326,0.41073421001313126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
1,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11959476979126067,0.20359332228020893,0.2681806981155328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
1,1,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10523898890442697,0.19533149959099685,0.30590748797577527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,1,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.1045437464626812,0.19449802831624272,0.27124343271214124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,1,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09750488438079927,0.2006433339251951,0.5088462281848615,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,1,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11123190952504912,0.16141517343461562,0.34884819811191053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09095280554681291,0.10986255795763765,0.378575211433855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09266143731060038,0.10826347396808313,0.43948226067096285,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08639919946852176,0.20365649989660253,0.23577216664009162,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.09730930848104523,0.13643239406909818,0.4255507897085773,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09565311682213923,0.14850121727897034,0.3506799492239438,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1.0986122886681098
0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08954538480824137,0.11883578995423538,0.5171084343360638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
1,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09657659305489544,0.15920696792204367,0.5771105897887012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09594419464446405,0.1544714503539465,0.5829554400497395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09270691903460815,0.1202502101831678,0.5184074466703622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11078368181616359,0.23470535887702695,0.17361377217556637,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09266143731060038,0.10826347396808313,0.43948226067096285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0986122886681098
0,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.09122873672563982,0.16843478149890193,0.526244904357194,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10816370975526368,0.15745095549820998,0.3531418501194382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09837442853401686,0.1955955634191772,0.5086278532875803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1.0986122886681098
0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08629158597377788,0.10138841890015532,0.3818409719032868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10300279822320263,0.13367188897419202,0.3323574957383382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0986122886681098
0,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0909153826492537,0.12478552751597988,0.5352613593898768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1.3862943611198906
1,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09178345812892676,0.17446989536842364,0.5264853708416838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0.6931471805599453
0,0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08806811453815233,0.1230378846034989,0.5335637859226566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
1,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10344847874054267,0.13895535126713188,0.3354591327827493,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6931471805599453
0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09864884780923897,0.1099011132539559,0.43803614057738466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1.0986122886681098
0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09771478878054234,0.1098066492765234,0.43497823148731307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10253580545427325,0.13233394348309016,0.4268089737218445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10730807787846473,0.21381571914659878,0.2693576874062055,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0909153826492537,0.12478552751597988,0.5352613593898768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,0,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0974912053755497,0.12735749278777303,0.42834136126919714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10754982005536629,0.22490572438682205,0.18124927059823617,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09736145265914467,0.19416989565816772,0.5033904379109797,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09565311682213923,0.14850121727897034,0.3506799492239438,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09771478878054234,0.1098066492765234,0.43497823148731307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.6931471805599453
0,0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09193801394500357,0.12429231590048145,0.5365647071033239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6931471805599453
0,0,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09546736868598961,0.15796360502027407,0.577573339886198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10300279822320263,0.13367188897419202,0.3323574957383382,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09715562966929997,0.13797606652155492,0.3304985528410311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6931471805599453
0,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08806811453815233,0.1230378846034989,0.5335637859226566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11235863788615842,0.19490795588586768,0.27835367040745235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09736145265914467,0.19416989565816772,0.5033904379109797,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0986122886681098
1,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0982831564999611,0.1555717034945703,0.3360463264658299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10949418943222196,0.20821795469355497,0.2922182244413073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1.0986122886681098
0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11416916091551574,0.2114561334529362,0.2996196693267129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0.6931471805599453
0,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09777071504813924,0.19940603102860446,0.5069290422560884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0986122886681098
1,0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11078368181616359,0.23470535887702695,0.17361377217556637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.0986122886681098
0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08954538480824137,0.11883578995423538,0.5171084343360638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.6931471805599453
0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09116475653412213,0.16413794153749012,0.5289189361503376,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09736145265914467,0.19416989565816772,0.5033904379109797,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0.6931471805599453
1,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09062418466582126,0.11978533236435793,0.5158916054967706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.1151142777499761,0.19970983487637248,0.2700867442997228,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
